Lee challenged Rob to a fight after school for hitting on his girlfriend.;What will Rob want to do next?;talk it over;injure Rob;defend his girlfriend
Taylor got drunk at their friend's party and become louder.;What will Taylor want to do next?;make others laugh;better;say nothing because he did not remember
Sydney rubbed Addison's head, especially her eyebrows, trying to make her go to sleep.;Why did Sydney do this?;loved Addison and knew she had a migraine headache and wanted it gone;sneak out with Diane;play his games
Lee sold things at the market because they were strapped for cash.;What will happen to Lee?;make a bit of money;not sell anything;lee who has strappped cash from others
Cameron picked Robin up from the airport, put her luggage in the trunk, and took her home.;What does Cameron need to do before this?;drive to the airport before this;get his pilot license before this;talk with Robin
Robin didn't know why she was having bad luck but found the answer.;How would Robin feel afterwards?;determined because she discovered the answer;well;scared to do much
Riley saved more money when her daughter was in high school.;Why did Riley do this?;pay for college;run away from her family;keep her daughter in high school
Sydney set Skylar near the edge of the Canyon so she could take a picture.;What will Skylar want to do next?;sit still;jump off;go to the canyon
Bailey destroyed the enemy's weapons when playing a video game with friends.;How would Bailey feel afterwards?;playful;interested in video games;depressed
Kendall opened their mouth to speak about their beliefs, which happened to go against the beliefs of everyone else in the room.;What will happen to Others?;uncomfortable with Kendall;compatible with Kendall;agreement with Kendall
Riley told Austin's landlord that Austin was making a lot of noise at late hours.;What does Riley need to do before this?;document incidents;potentially call the police;follow up with the landlord
Kendall was a bad cook. They burned water and ruined the recipe for ice.;How would you describe Kendall?;in need of cooking lessons;in need of knitting lessons;unskilled afterwards
Sasha gave Bob a haircut for free because he couldn't afford it.;What will Others want to do after?;thank Sasha;be charitable;shave all of their hair
Bailey has wanted a child for a long time, and finally got pregnant.;What will happen to Bailey?;be excited;be upset;be upset that his star employee will be on maternity leave
Alex made Casey escape jail by blowing a hole in the wall so they could go find the buried money.;What will happen to Alex?;be chased by police;become famous;become rich
Sydney went to our family farm, taking the trash with her, and set it on fire on the ground.;How would Sydney feel afterwards?;upset because the fire has gotten out of control;feeling strong;burning down
Sydney made some friends at their new place that they were working.;What will Sydney want to do next?;talk to the friends;pay the friends;manipulate the friends
Casey saved some money by working overtime to go on a vacation.;How would Casey feel afterwards?;proud of the hard work;inadequate for the work done;very disappointed
Cameron leaved early in the morning so he could get their on time.;What will Cameron want to do next?;speed when driving;get a good amount of sleep;leave later than he should
Addison was performing in a play and threw a pie at the character.;What will Addison want to do next?;continue their part;clean the pie;eat the pie
Growing up, Sydney had always wanted to be a lawyer. So, when she got to college, she took school very seriously. Because of this, during her senior year she felt like she had a good chance at getting into law school.;What will Sydney want to do next?;take the LSAT;was a hard worker;participate in a local election
Jan wanted to help some low income kids go to summer camp. Jan raised money to help.;How would Jan feel as a result?;good about it;guilty for it;upset about it
Alex grew closer to their cousin and spent less time with the others.;How would Others feel as a result?;ignored;neglecting his friends;like they are close with their family
Riley had just got home from the grocery store. Riley went and made chicken in the kitchen.;Why did Riley do this?;wanted to eat something;eat his dinner;eat in the kitchen
After planning and hoping for many years, Tracy gave birth to Addison.;Why did Tracy do this?;be a parent;be fed;be her mother
Sydney is a fan of Hillary Clinton. One day she found a biography of Hillary Clinton. Sydney wanted to read it.;Why did Sydney do this?;know more about Hillary Clinton;become friends with Hillary Clinton;get her glasses
Robin told Carson that she did not want to go out with him.;How would you describe Robin?;uninterested;loving;caring
Sasha gave her dog some pills after the vet said that the dog needed to be dewormed.;How would Others feel as a result?;glad to see that Sasha cares for her dog;worried that the dog will become an addict;mad that she was torturing the dog
Robin took Kai's advice on getting books at the library instead of buying them at the bookstore.;How would Kai feel as a result?;like they helped Robin save money;like they helped Robin to make a whole lot of money;like they helped Robin save the planet
Alex helped Casey escape from harms way to keep them safe.;How would Alex feel afterwards?;Good for helping;capable;Like Carson should be safe
Remy made hay getting home from school on Friday the 13th.;Why did Remy do this?;had heard that on Friday the 13th, that people pranked other people really bad;go to school before this;had heard that on Friday the 13th, God would bless you if you just went home and hid
